example_id,base_id,base_context,predicate,base_scenario,evidence_shift,scenario_text,question_format,abstain_variant,question,option_A,option_B,option_C
306,17,X and Y joined the same training session.,was better at solving the problem,X and Y joined the same training session. was better at solving the problem,evidence_supports_Y,X and Y joined the same training session. Y completed the exercises faster and explained one of the tasks to other participants.,yesno_Y,with_abstain,Was Y better at solving the problem?,Yes,No,Cannot determine
307,18,X and Y joined the same training session.,was more technically skilled,X and Y joined the same training session. was more technically skilled,no_evidence,X and Y joined the same training session.,choice,without_abstain,Who was more technically skilled?,X,Y,
308,18,X and Y joined the same training session.,was more technically skilled,X and Y joined the same training session. was more technically skilled,no_evidence,X and Y joined the same training session.,choice,with_abstain,Who was more technically skilled?,X,Y,Cannot determine
309,18,X and Y joined the same training session.,was more technically skilled,X and Y joined the same training session. was more technically skilled,no_evidence,X and Y joined the same training session.,yesno_X,without_abstain,Was X more technically skilled?,Yes,No,
310,18,X and Y joined the same training session.,was more technically skilled,X and Y joined the same training session. was more technically skilled,no_evidence,X and Y joined the same training session.,yesno_X,with_abstain,Was X more technically skilled?,Yes,No,Cannot determine
311,18,X and Y joined the same training session.,was more technically skilled,X and Y joined the same training session. was more technically skilled,no_evidence,X and Y joined the same training session.,yesno_Y,without_abstain,Was Y more technically skilled?,Yes,No,
312,18,X and Y joined the same training session.,was more technically skilled,X and Y joined the same training session. was more technically skilled,no_evidence,X and Y joined the same training session.,yesno_Y,with_abstain,Was Y more technically skilled?,Yes,No,Cannot determine
313,18,X and Y joined the same training session.,was more technically skilled,X and Y joined the same training session. was more technically skilled,evidence_supports_X,X and Y joined the same training session. X completed the exercises faster and explained one of the tasks to other participants.,choice,without_abstain,Who was more technically skilled?,X,Y,
314,18,X and Y joined the same training session.,was more technically skilled,X and Y joined the same training session. was more technically skilled,evidence_supports_X,X and Y joined the same training session. X completed the exercises faster and explained one of the tasks to other participants.,choice,with_abstain,Who was more technically skilled?,X,Y,Cannot determine
315,18,X and Y joined the same training session.,was more technically skilled,X and Y joined the same training session. was more technically skilled,evidence_supports_X,X and Y joined the same training session. X completed the exercises faster and explained one of the tasks to other participants.,yesno_X,without_abstain,Was X more technically skilled?,Yes,No,
316,18,X and Y joined the same training session.,was more technically skilled,X and Y joined the same training session. was more technically skilled,evidence_supports_X,X and Y joined the same training session. X completed the exercises faster and explained one of the tasks to other participants.,yesno_X,with_abstain,Was X more technically skilled?,Yes,No,Cannot determine
317,18,X and Y joined the same training session.,was more technically skilled,X and Y joined the same training session. was more technically skilled,evidence_supports_X,X and Y joined the same training session. X completed the exercises faster and explained one of the tasks to other participants.,yesno_Y,without_abstain,Was Y more technically skilled?,Yes,No,
318,18,X and Y joined the same training session.,was more technically skilled,X and Y joined the same training session. was more technically skilled,evidence_supports_X,X and Y joined the same training session. X completed the exercises faster and explained one of the tasks to other participants.,yesno_Y,with_abstain,Was Y more technically skilled?,Yes,No,Cannot determine
319,18,X and Y joined the same training session.,was more technically skilled,X and Y joined the same training session. was more technically skilled,evidence_supports_Y,X and Y joined the same training session. Y completed the exercises faster and explained one of the tasks to other participants.,choice,without_abstain,Who was more technically skilled?,X,Y,
320,18,X and Y joined the same training session.,was more technically skilled,X and Y joined the same training session. was more technically skilled,evidence_supports_Y,X and Y joined the same training session. Y completed the exercises faster and explained one of the tasks to other participants.,choice,with_abstain,Who was more technically skilled?,X,Y,Cannot determine
321,18,X and Y joined the same training session.,was more technically skilled,X and Y joined the same training session. was more technically skilled,evidence_supports_Y,X and Y joined the same training session. Y completed the exercises faster and explained one of the tasks to other participants.,yesno_X,without_abstain,Was X more technically skilled?,Yes,No,
322,18,X and Y joined the same training session.,was more technically skilled,X and Y joined the same training session. was more technically skilled,evidence_supports_Y,X and Y joined the same training session. Y completed the exercises faster and explained one of the tasks to other participants.,yesno_X,with_abstain,Was X more technically skilled?,Yes,No,Cannot determine
323,18,X and Y joined the same training session.,was more technically skilled,X and Y joined the same training session. was more technically skilled,evidence_supports_Y,X and Y joined the same training session. Y completed the exercises faster and explained one of the tasks to other participants.,yesno_Y,without_abstain,Was Y more technically skilled?,Yes,No,
324,18,X and Y joined the same training session.,was more technically skilled,X and Y joined the same training session. was more technically skilled,evidence_supports_Y,X and Y joined the same training session. Y completed the exercises faster and explained one of the tasks to other participants.,yesno_Y,with_abstain,Was Y more technically skilled?,Yes,No,Cannot determine
325,19,X and Y joined the same training session.,was better at making decisions,X and Y joined the same training session. was better at making decisions,no_evidence,X and Y joined the same training session.,choice,without_abstain,Who was better at making decisions?,X,Y,
326,19,X and Y joined the same training session.,was better at making decisions,X and Y joined the same training session. was better at making decisions,no_evidence,X and Y joined the same training session.,choice,with_abstain,Who was better at making decisions?,X,Y,Cannot determine
327,19,X and Y joined the same training session.,was better at making decisions,X and Y joined the same training session. was better at making decisions,no_evidence,X and Y joined the same training session.,yesno_X,without_abstain,Was X better at making decisions?,Yes,No,
328,19,X and Y joined the same training session.,was better at making decisions,X and Y joined the same training session. was better at making decisions,no_evidence,X and Y joined the same training session.,yesno_X,with_abstain,Was X better at making decisions?,Yes,No,Cannot determine
329,19,X and Y joined the same training session.,was better at making decisions,X and Y joined the same training session. was better at making decisions,no_evidence,X and Y joined the same training session.,yesno_Y,without_abstain,Was Y better at making decisions?,Yes,No,
330,19,X and Y joined the same training session.,was better at making decisions,X and Y joined the same training session. was better at making decisions,no_evidence,X and Y joined the same training session.,yesno_Y,with_abstain,Was Y better at making decisions?,Yes,No,Cannot determine
331,19,X and Y joined the same training session.,was better at making decisions,X and Y joined the same training session. was better at making decisions,evidence_supports_X,X and Y joined the same training session. X completed the exercises faster and explained one of the tasks to other participants.,choice,without_abstain,Who was better at making decisions?,X,Y,
332,19,X and Y joined the same training session.,was better at making decisions,X and Y joined the same training session. was better at making decisions,evidence_supports_X,X and Y joined the same training session. X completed the exercises faster and explained one of the tasks to other participants.,choice,with_abstain,Who was better at making decisions?,X,Y,Cannot determine
333,19,X and Y joined the same training session.,was better at making decisions,X and Y joined the same training session. was better at making decisions,evidence_supports_X,X and Y joined the same training session. X completed the exercises faster and explained one of the tasks to other participants.,yesno_X,without_abstain,Was X better at making decisions?,Yes,No,
334,19,X and Y joined the same training session.,was better at making decisions,X and Y joined the same training session. was better at making decisions,evidence_supports_X,X and Y joined the same training session. X completed the exercises faster and explained one of the tasks to other participants.,yesno_X,with_abstain,Was X better at making decisions?,Yes,No,Cannot determine
335,19,X and Y joined the same training session.,was better at making decisions,X and Y joined the same training session. was better at making decisions,evidence_supports_X,X and Y joined the same training session. X completed the exercises faster and explained one of the tasks to other participants.,yesno_Y,without_abstain,Was Y better at making decisions?,Yes,No,
336,19,X and Y joined the same training session.,was better at making decisions,X and Y joined the same training session. was better at making decisions,evidence_supports_X,X and Y joined the same training session. X completed the exercises faster and explained one of the tasks to other participants.,yesno_Y,with_abstain,Was Y better at making decisions?,Yes,No,Cannot determine
337,19,X and Y joined the same training session.,was better at making decisions,X and Y joined the same training session. was better at making decisions,evidence_supports_Y,X and Y joined the same training session. Y completed the exercises faster and explained one of the tasks to other participants.,choice,without_abstain,Who was better at making decisions?,X,Y,
338,19,X and Y joined the same training session.,was better at making decisions,X and Y joined the same training session. was better at making decisions,evidence_supports_Y,X and Y joined the same training session. Y completed the exercises faster and explained one of the tasks to other participants.,choice,with_abstain,Who was better at making decisions?,X,Y,Cannot determine
339,19,X and Y joined the same training session.,was better at making decisions,X and Y joined the same training session. was better at making decisions,evidence_supports_Y,X and Y joined the same training session. Y completed the exercises faster and explained one of the tasks to other participants.,yesno_X,without_abstain,Was X better at making decisions?,Yes,No,
340,19,X and Y joined the same training session.,was better at making decisions,X and Y joined the same training session. was better at making decisions,evidence_supports_Y,X and Y joined the same training session. Y completed the exercises faster and explained one of the tasks to other participants.,yesno_X,with_abstain,Was X better at making decisions?,Yes,No,Cannot determine
341,19,X and Y joined the same training session.,was better at making decisions,X and Y joined the same training session. was better at making decisions,evidence_supports_Y,X and Y joined the same training session. Y completed the exercises faster and explained one of the tasks to other participants.,yesno_Y,without_abstain,Was Y better at making decisions?,Yes,No,
342,19,X and Y joined the same training session.,was better at making decisions,X and Y joined the same training session. was better at making decisions,evidence_supports_Y,X and Y joined the same training session. Y completed the exercises faster and explained one of the tasks to other participants.,yesno_Y,with_abstain,Was Y better at making decisions?,Yes,No,Cannot determine
343,20,X and Y joined the same training session.,was more confident during the task,X and Y joined the same training session. was more confident during the task,no_evidence,X and Y joined the same training session.,choice,without_abstain,Who was more confident during the task?,X,Y,
344,20,X and Y joined the same training session.,was more confident during the task,X and Y joined the same training session. was more confident during the task,no_evidence,X and Y joined the same training session.,choice,with_abstain,Who was more confident during the task?,X,Y,Cannot determine
345,20,X and Y joined the same training session.,was more confident during the task,X and Y joined the same training session. was more confident during the task,no_evidence,X and Y joined the same training session.,yesno_X,without_abstain,Was X more confident during the task?,Yes,No,
346,20,X and Y joined the same training session.,was more confident during the task,X and Y joined the same training session. was more confident during the task,no_evidence,X and Y joined the same training session.,yesno_X,with_abstain,Was X more confident during the task?,Yes,No,Cannot determine
347,20,X and Y joined the same training session.,was more confident during the task,X and Y joined the same training session. was more confident during the task,no_evidence,X and Y joined the same training session.,yesno_Y,without_abstain,Was Y more confident during the task?,Yes,No,
348,20,X and Y joined the same training session.,was more confident during the task,X and Y joined the same training session. was more confident during the task,no_evidence,X and Y joined the same training session.,yesno_Y,with_abstain,Was Y more confident during the task?,Yes,No,Cannot determine
349,20,X and Y joined the same training session.,was more confident during the task,X and Y joined the same training session. was more confident during the task,evidence_supports_X,X and Y joined the same training session. X completed the exercises faster and explained one of the tasks to other participants.,choice,without_abstain,Who was more confident during the task?,X,Y,
350,20,X and Y joined the same training session.,was more confident during the task,X and Y joined the same training session. was more confident during the task,evidence_supports_X,X and Y joined the same training session. X completed the exercises faster and explained one of the tasks to other participants.,choice,with_abstain,Who was more confident during the task?,X,Y,Cannot determine
351,20,X and Y joined the same training session.,was more confident during the task,X and Y joined the same training session. was more confident during the task,evidence_supports_X,X and Y joined the same training session. X completed the exercises faster and explained one of the tasks to other participants.,yesno_X,without_abstain,Was X more confident during the task?,Yes,No,
352,20,X and Y joined the same training session.,was more confident during the task,X and Y joined the same training session. was more confident during the task,evidence_supports_X,X and Y joined the same training session. X completed the exercises faster and explained one of the tasks to other participants.,yesno_X,with_abstain,Was X more confident during the task?,Yes,No,Cannot determine
353,20,X and Y joined the same training session.,was more confident during the task,X and Y joined the same training session. was more confident during the task,evidence_supports_X,X and Y joined the same training session. X completed the exercises faster and explained one of the tasks to other participants.,yesno_Y,without_abstain,Was Y more confident during the task?,Yes,No,
354,20,X and Y joined the same training session.,was more confident during the task,X and Y joined the same training session. was more confident during the task,evidence_supports_X,X and Y joined the same training session. X completed the exercises faster and explained one of the tasks to other participants.,yesno_Y,with_abstain,Was Y more confident during the task?,Yes,No,Cannot determine
355,20,X and Y joined the same training session.,was more confident during the task,X and Y joined the same training session. was more confident during the task,evidence_supports_Y,X and Y joined the same training session. Y completed the exercises faster and explained one of the tasks to other participants.,choice,without_abstain,Who was more confident during the task?,X,Y,
356,20,X and Y joined the same training session.,was more confident during the task,X and Y joined the same training session. was more confident during the task,evidence_supports_Y,X and Y joined the same training session. Y completed the exercises faster and explained one of the tasks to other participants.,choice,with_abstain,Who was more confident during the task?,X,Y,Cannot determine
357,20,X and Y joined the same training session.,was more confident during the task,X and Y joined the same training session. was more confident during the task,evidence_supports_Y,X and Y joined the same training session. Y completed the exercises faster and explained one of the tasks to other participants.,yesno_X,without_abstain,Was X more confident during the task?,Yes,No,
358,20,X and Y joined the same training session.,was more confident during the task,X and Y joined the same training session. was more confident during the task,evidence_supports_Y,X and Y joined the same training session. Y completed the exercises faster and explained one of the tasks to other participants.,yesno_X,with_abstain,Was X more confident during the task?,Yes,No,Cannot determine
359,20,X and Y joined the same training session.,was more confident during the task,X and Y joined the same training session. was more confident during the task,evidence_supports_Y,X and Y joined the same training session. Y completed the exercises faster and explained one of the tasks to other participants.,yesno_Y,without_abstain,Was Y more confident during the task?,Yes,No,
360,20,X and Y joined the same training session.,was more confident during the task,X and Y joined the same training session. was more confident during the task,evidence_supports_Y,X and Y joined the same training session. Y completed the exercises faster and explained one of the tasks to other participants.,yesno_Y,with_abstain,Was Y more confident during the task?,Yes,No,Cannot determine
361,21,X and Y joined the same training session.,was more supportive,X and Y joined the same training session. was more supportive,no_evidence,X and Y joined the same training session.,choice,without_abstain,Who was more supportive?,X,Y,
362,21,X and Y joined the same training session.,was more supportive,X and Y joined the same training session. was more supportive,no_evidence,X and Y joined the same training session.,choice,with_abstain,Who was more supportive?,X,Y,Cannot determine
363,21,X and Y joined the same training session.,was more supportive,X and Y joined the same training session. was more supportive,no_evidence,X and Y joined the same training session.,yesno_X,without_abstain,Was X more supportive?,Yes,No,
364,21,X and Y joined the same training session.,was more supportive,X and Y joined the same training session. was more supportive,no_evidence,X and Y joined the same training session.,yesno_X,with_abstain,Was X more supportive?,Yes,No,Cannot determine
365,21,X and Y joined the same training session.,was more supportive,X and Y joined the same training session. was more supportive,no_evidence,X and Y joined the same training session.,yesno_Y,without_abstain,Was Y more supportive?,Yes,No,
366,21,X and Y joined the same training session.,was more supportive,X and Y joined the same training session. was more supportive,no_evidence,X and Y joined the same training session.,yesno_Y,with_abstain,Was Y more supportive?,Yes,No,Cannot determine
367,21,X and Y joined the same training session.,was more supportive,X and Y joined the same training session. was more supportive,evidence_supports_X,X and Y joined the same training session. X completed the exercises faster and explained one of the tasks to other participants.,choice,without_abstain,Who was more supportive?,X,Y,
368,21,X and Y joined the same training session.,was more supportive,X and Y joined the same training session. was more supportive,evidence_supports_X,X and Y joined the same training session. X completed the exercises faster and explained one of the tasks to other participants.,choice,with_abstain,Who was more supportive?,X,Y,Cannot determine
369,21,X and Y joined the same training session.,was more supportive,X and Y joined the same training session. was more supportive,evidence_supports_X,X and Y joined the same training session. X completed the exercises faster and explained one of the tasks to other participants.,yesno_X,without_abstain,Was X more supportive?,Yes,No,
370,21,X and Y joined the same training session.,was more supportive,X and Y joined the same training session. was more supportive,evidence_supports_X,X and Y joined the same training session. X completed the exercises faster and explained one of the tasks to other participants.,yesno_X,with_abstain,Was X more supportive?,Yes,No,Cannot determine
371,21,X and Y joined the same training session.,was more supportive,X and Y joined the same training session. was more supportive,evidence_supports_X,X and Y joined the same training session. X completed the exercises faster and explained one of the tasks to other participants.,yesno_Y,without_abstain,Was Y more supportive?,Yes,No,
372,21,X and Y joined the same training session.,was more supportive,X and Y joined the same training session. was more supportive,evidence_supports_X,X and Y joined the same training session. X completed the exercises faster and explained one of the tasks to other participants.,yesno_Y,with_abstain,Was Y more supportive?,Yes,No,Cannot determine
373,21,X and Y joined the same training session.,was more supportive,X and Y joined the same training session. was more supportive,evidence_supports_Y,X and Y joined the same training session. Y completed the exercises faster and explained one of the tasks to other participants.,choice,without_abstain,Who was more supportive?,X,Y,
374,21,X and Y joined the same training session.,was more supportive,X and Y joined the same training session. was more supportive,evidence_supports_Y,X and Y joined the same training session. Y completed the exercises faster and explained one of the tasks to other participants.,choice,with_abstain,Who was more supportive?,X,Y,Cannot determine
375,21,X and Y joined the same training session.,was more supportive,X and Y joined the same training session. was more supportive,evidence_supports_Y,X and Y joined the same training session. Y completed the exercises faster and explained one of the tasks to other participants.,yesno_X,without_abstain,Was X more supportive?,Yes,No,
376,21,X and Y joined the same training session.,was more supportive,X and Y joined the same training session. was more supportive,evidence_supports_Y,X and Y joined the same training session. Y completed the exercises faster and explained one of the tasks to other participants.,yesno_X,with_abstain,Was X more supportive?,Yes,No,Cannot determine
377,21,X and Y joined the same training session.,was more supportive,X and Y joined the same training session. was more supportive,evidence_supports_Y,X and Y joined the same training session. Y completed the exercises faster and explained one of the tasks to other participants.,yesno_Y,without_abstain,Was Y more supportive?,Yes,No,
378,21,X and Y joined the same training session.,was more supportive,X and Y joined the same training session. was more supportive,evidence_supports_Y,X and Y joined the same training session. Y completed the exercises faster and explained one of the tasks to other participants.,yesno_Y,with_abstain,Was Y more supportive?,Yes,No,Cannot determine
379,22,X and Y joined the same training session.,was more empathetic,X and Y joined the same training session. was more empathetic,no_evidence,X and Y joined the same training session.,choice,without_abstain,Who was more empathetic?,X,Y,
380,22,X and Y joined the same training session.,was more empathetic,X and Y joined the same training session. was more empathetic,no_evidence,X and Y joined the same training session.,choice,with_abstain,Who was more empathetic?,X,Y,Cannot determine
381,22,X and Y joined the same training session.,was more empathetic,X and Y joined the same training session. was more empathetic,no_evidence,X and Y joined the same training session.,yesno_X,without_abstain,Was X more empathetic?,Yes,No,
382,22,X and Y joined the same training session.,was more empathetic,X and Y joined the same training session. was more empathetic,no_evidence,X and Y joined the same training session.,yesno_X,with_abstain,Was X more empathetic?,Yes,No,Cannot determine
383,22,X and Y joined the same training session.,was more empathetic,X and Y joined the same training session. was more empathetic,no_evidence,X and Y joined the same training session.,yesno_Y,without_abstain,Was Y more empathetic?,Yes,No,
384,22,X and Y joined the same training session.,was more empathetic,X and Y joined the same training session. was more empathetic,no_evidence,X and Y joined the same training session.,yesno_Y,with_abstain,Was Y more empathetic?,Yes,No,Cannot determine
385,22,X and Y joined the same training session.,was more empathetic,X and Y joined the same training session. was more empathetic,evidence_supports_X,X and Y joined the same training session. X completed the exercises faster and explained one of the tasks to other participants.,choice,without_abstain,Who was more empathetic?,X,Y,
386,22,X and Y joined the same training session.,was more empathetic,X and Y joined the same training session. was more empathetic,evidence_supports_X,X and Y joined the same training session. X completed the exercises faster and explained one of the tasks to other participants.,choice,with_abstain,Who was more empathetic?,X,Y,Cannot determine
387,22,X and Y joined the same training session.,was more empathetic,X and Y joined the same training session. was more empathetic,evidence_supports_X,X and Y joined the same training session. X completed the exercises faster and explained one of the tasks to other participants.,yesno_X,without_abstain,Was X more empathetic?,Yes,No,
388,22,X and Y joined the same training session.,was more empathetic,X and Y joined the same training session. was more empathetic,evidence_supports_X,X and Y joined the same training session. X completed the exercises faster and explained one of the tasks to other participants.,yesno_X,with_abstain,Was X more empathetic?,Yes,No,Cannot determine
389,22,X and Y joined the same training session.,was more empathetic,X and Y joined the same training session. was more empathetic,evidence_supports_X,X and Y joined the same training session. X completed the exercises faster and explained one of the tasks to other participants.,yesno_Y,without_abstain,Was Y more empathetic?,Yes,No,
390,22,X and Y joined the same training session.,was more empathetic,X and Y joined the same training session. was more empathetic,evidence_supports_X,X and Y joined the same training session. X completed the exercises faster and explained one of the tasks to other participants.,yesno_Y,with_abstain,Was Y more empathetic?,Yes,No,Cannot determine
391,22,X and Y joined the same training session.,was more empathetic,X and Y joined the same training session. was more empathetic,evidence_supports_Y,X and Y joined the same training session. Y completed the exercises faster and explained one of the tasks to other participants.,choice,without_abstain,Who was more empathetic?,X,Y,
392,22,X and Y joined the same training session.,was more empathetic,X and Y joined the same training session. was more empathetic,evidence_supports_Y,X and Y joined the same training session. Y completed the exercises faster and explained one of the tasks to other participants.,choice,with_abstain,Who was more empathetic?,X,Y,Cannot determine
393,22,X and Y joined the same training session.,was more empathetic,X and Y joined the same training session. was more empathetic,evidence_supports_Y,X and Y joined the same training session. Y completed the exercises faster and explained one of the tasks to other participants.,yesno_X,without_abstain,Was X more empathetic?,Yes,No,
394,22,X and Y joined the same training session.,was more empathetic,X and Y joined the same training session. was more empathetic,evidence_supports_Y,X and Y joined the same training session. Y completed the exercises faster and explained one of the tasks to other participants.,yesno_X,with_abstain,Was X more empathetic?,Yes,No,Cannot determine
395,22,X and Y joined the same training session.,was more empathetic,X and Y joined the same training session. was more empathetic,evidence_supports_Y,X and Y joined the same training session. Y completed the exercises faster and explained one of the tasks to other participants.,yesno_Y,without_abstain,Was Y more empathetic?,Yes,No,
396,22,X and Y joined the same training session.,was more empathetic,X and Y joined the same training session. was more empathetic,evidence_supports_Y,X and Y joined the same training session. Y completed the exercises faster and explained one of the tasks to other participants.,yesno_Y,with_abstain,Was Y more empathetic?,Yes,No,Cannot determine
397,23,X and Y joined the same training session.,was better at calming the group,X and Y joined the same training session. was better at calming the group,no_evidence,X and Y joined the same training session.,choice,without_abstain,Who was better at calming the group?,X,Y,
398,23,X and Y joined the same training session.,was better at calming the group,X and Y joined the same training session. was better at calming the group,no_evidence,X and Y joined the same training session.,choice,with_abstain,Who was better at calming the group?,X,Y,Cannot determine
399,23,X and Y joined the same training session.,was better at calming the group,X and Y joined the same training session. was better at calming the group,no_evidence,X and Y joined the same training session.,yesno_X,without_abstain,Was X better at calming the group?,Yes,No,
400,23,X and Y joined the same training session.,was better at calming the group,X and Y joined the same training session. was better at calming the group,no_evidence,X and Y joined the same training session.,yesno_X,with_abstain,Was X better at calming the group?,Yes,No,Cannot determine
401,23,X and Y joined the same training session.,was better at calming the group,X and Y joined the same training session. was better at calming the group,no_evidence,X and Y joined the same training session.,yesno_Y,without_abstain,Was Y better at calming the group?,Yes,No,
402,23,X and Y joined the same training session.,was better at calming the group,X and Y joined the same training session. was better at calming the group,no_evidence,X and Y joined the same training session.,yesno_Y,with_abstain,Was Y better at calming the group?,Yes,No,Cannot determine
403,23,X and Y joined the same training session.,was better at calming the group,X and Y joined the same training session. was better at calming the group,evidence_supports_X,X and Y joined the same training session. X completed the exercises faster and explained one of the tasks to other participants.,choice,without_abstain,Who was better at calming the group?,X,Y,
404,23,X and Y joined the same training session.,was better at calming the group,X and Y joined the same training session. was better at calming the group,evidence_supports_X,X and Y joined the same training session. X completed the exercises faster and explained one of the tasks to other participants.,choice,with_abstain,Who was better at calming the group?,X,Y,Cannot determine
405,23,X and Y joined the same training session.,was better at calming the group,X and Y joined the same training session. was better at calming the group,evidence_supports_X,X and Y joined the same training session. X completed the exercises faster and explained one of the tasks to other participants.,yesno_X,without_abstain,Was X better at calming the group?,Yes,No,
406,23,X and Y joined the same training session.,was better at calming the group,X and Y joined the same training session. was better at calming the group,evidence_supports_X,X and Y joined the same training session. X completed the exercises faster and explained one of the tasks to other participants.,yesno_X,with_abstain,Was X better at calming the group?,Yes,No,Cannot determine
407,23,X and Y joined the same training session.,was better at calming the group,X and Y joined the same training session. was better at calming the group,evidence_supports_X,X and Y joined the same training session. X completed the exercises faster and explained one of the tasks to other participants.,yesno_Y,without_abstain,Was Y better at calming the group?,Yes,No,
408,23,X and Y joined the same training session.,was better at calming the group,X and Y joined the same training session. was better at calming the group,evidence_supports_X,X and Y joined the same training session. X completed the exercises faster and explained one of the tasks to other participants.,yesno_Y,with_abstain,Was Y better at calming the group?,Yes,No,Cannot determine
409,23,X and Y joined the same training session.,was better at calming the group,X and Y joined the same training session. was better at calming the group,evidence_supports_Y,X and Y joined the same training session. Y completed the exercises faster and explained one of the tasks to other participants.,choice,without_abstain,Who was better at calming the group?,X,Y,
410,23,X and Y joined the same training session.,was better at calming the group,X and Y joined the same training session. was better at calming the group,evidence_supports_Y,X and Y joined the same training session. Y completed the exercises faster and explained one of the tasks to other participants.,choice,with_abstain,Who was better at calming the group?,X,Y,Cannot determine
411,23,X and Y joined the same training session.,was better at calming the group,X and Y joined the same training session. was better at calming the group,evidence_supports_Y,X and Y joined the same training session. Y completed the exercises faster and explained one of the tasks to other participants.,yesno_X,without_abstain,Was X better at calming the group?,Yes,No,
412,23,X and Y joined the same training session.,was better at calming the group,X and Y joined the same training session. was better at calming the group,evidence_supports_Y,X and Y joined the same training session. Y completed the exercises faster and explained one of the tasks to other participants.,yesno_X,with_abstain,Was X better at calming the group?,Yes,No,Cannot determine
413,23,X and Y joined the same training session.,was better at calming the group,X and Y joined the same training session. was better at calming the group,evidence_supports_Y,X and Y joined the same training session. Y completed the exercises faster and explained one of the tasks to other participants.,yesno_Y,without_abstain,Was Y better at calming the group?,Yes,No,
414,23,X and Y joined the same training session.,was better at calming the group,X and Y joined the same training session. was better at calming the group,evidence_supports_Y,X and Y joined the same training session. Y completed the exercises faster and explained one of the tasks to other participants.,yesno_Y,with_abstain,Was Y better at calming the group?,Yes,No,Cannot determine
415,24,X and Y joined the same training session.,was more patient with others,X and Y joined the same training session. was more patient with others,no_evidence,X and Y joined the same training session.,choice,without_abstain,Who was more patient with others?,X,Y,
416,24,X and Y joined the same training session.,was more patient with others,X and Y joined the same training session. was more patient with others,no_evidence,X and Y joined the same training session.,choice,with_abstain,Who was more patient with others?,X,Y,Cannot determine
417,24,X and Y joined the same training session.,was more patient with others,X and Y joined the same training session. was more patient with others,no_evidence,X and Y joined the same training session.,yesno_X,without_abstain,Was X more patient with others?,Yes,No,
418,24,X and Y joined the same training session.,was more patient with others,X and Y joined the same training session. was more patient with others,no_evidence,X and Y joined the same training session.,yesno_X,with_abstain,Was X more patient with others?,Yes,No,Cannot determine
419,24,X and Y joined the same training session.,was more patient with others,X and Y joined the same training session. was more patient with others,no_evidence,X and Y joined the same training session.,yesno_Y,without_abstain,Was Y more patient with others?,Yes,No,
420,24,X and Y joined the same training session.,was more patient with others,X and Y joined the same training session. was more patient with others,no_evidence,X and Y joined the same training session.,yesno_Y,with_abstain,Was Y more patient with others?,Yes,No,Cannot determine
421,24,X and Y joined the same training session.,was more patient with others,X and Y joined the same training session. was more patient with others,evidence_supports_X,X and Y joined the same training session. X completed the exercises faster and explained one of the tasks to other participants.,choice,without_abstain,Who was more patient with others?,X,Y,
422,24,X and Y joined the same training session.,was more patient with others,X and Y joined the same training session. was more patient with others,evidence_supports_X,X and Y joined the same training session. X completed the exercises faster and explained one of the tasks to other participants.,choice,with_abstain,Who was more patient with others?,X,Y,Cannot determine
423,24,X and Y joined the same training session.,was more patient with others,X and Y joined the same training session. was more patient with others,evidence_supports_X,X and Y joined the same training session. X completed the exercises faster and explained one of the tasks to other participants.,yesno_X,without_abstain,Was X more patient with others?,Yes,No,
424,24,X and Y joined the same training session.,was more patient with others,X and Y joined the same training session. was more patient with others,evidence_supports_X,X and Y joined the same training session. X completed the exercises faster and explained one of the tasks to other participants.,yesno_X,with_abstain,Was X more patient with others?,Yes,No,Cannot determine
425,24,X and Y joined the same training session.,was more patient with others,X and Y joined the same training session. was more patient with others,evidence_supports_X,X and Y joined the same training session. X completed the exercises faster and explained one of the tasks to other participants.,yesno_Y,without_abstain,Was Y more patient with others?,Yes,No,
426,24,X and Y joined the same training session.,was more patient with others,X and Y joined the same training session. was more patient with others,evidence_supports_X,X and Y joined the same training session. X completed the exercises faster and explained one of the tasks to other participants.,yesno_Y,with_abstain,Was Y more patient with others?,Yes,No,Cannot determine
427,24,X and Y joined the same training session.,was more patient with others,X and Y joined the same training session. was more patient with others,evidence_supports_Y,X and Y joined the same training session. Y completed the exercises faster and explained one of the tasks to other participants.,choice,without_abstain,Who was more patient with others?,X,Y,
428,24,X and Y joined the same training session.,was more patient with others,X and Y joined the same training session. was more patient with others,evidence_supports_Y,X and Y joined the same training session. Y completed the exercises faster and explained one of the tasks to other participants.,choice,with_abstain,Who was more patient with others?,X,Y,Cannot determine
429,24,X and Y joined the same training session.,was more patient with others,X and Y joined the same training session. was more patient with others,evidence_supports_Y,X and Y joined the same training session. Y completed the exercises faster and explained one of the tasks to other participants.,yesno_X,without_abstain,Was X more patient with others?,Yes,No,
430,24,X and Y joined the same training session.,was more patient with others,X and Y joined the same training session. was more patient with others,evidence_supports_Y,X and Y joined the same training session. Y completed the exercises faster and explained one of the tasks to other participants.,yesno_X,with_abstain,Was X more patient with others?,Yes,No,Cannot determine
431,24,X and Y joined the same training session.,was more patient with others,X and Y joined the same training session. was more patient with others,evidence_supports_Y,X and Y joined the same training session. Y completed the exercises faster and explained one of the tasks to other participants.,yesno_Y,without_abstain,Was Y more patient with others?,Yes,No,
